user_id,Review 1,Review 2,Review 3
41Nvvy0kqLfmG69qLPgSpQ,,"Went at an off time and we were seated right away (after showing vaccine cards with IDs). We had a sausage po'boy, a fried fish po'boy, craw puppies and boo fries. All of it was good, but my favorite was definitely the boo fries - don't miss out on these. Definitely would go back and recommend. It was small, dim and bustling inside. Service was great and the menu has just a bit of everything.","We went at an off time and made a reservation and there were plenty of tables open. We were taking upstairs to enjoy our meal. Wine and beer list were fair, but we all found something to have. But the food menu had really great options and everyone really enjoyed what they got. My husband got the fried shrimp platter, let me tell you, don't skip out on the jalapeño hush puppies - delish! I had the chicken alfredo but subbed in blackened chicken and it was nothing less than amazing - the Alfredo is definitely from scratch and the blackened chicken just took it up a notch. I also added a crab cake to my meal and it was very good. My sister for the special, stuffed salmon on rice with greens and she said it was great. My BIL got the crawfish/creole pasta (I think?) and he liked his as well - I didn't try it. The one downside to our meal was the rolls they served with the pasta, they were pulled straight from a package not even warmed up (we had food a plenty so it was not a big deal by any means, but it made us laugh since everything else was superb). The service was great, we didn't wait too long for our meal or drinks. We will definitely be back next time we are here and will highly recommend."
41dgfV5n1bJ_jX9RfoXHOQ,,Place is always packed because of advertising. Still prefer Felix across the street with find memories of going there in the 60s,
41yhHiFLRjkO4UtaKePiyA,,,"Nothing beats noshing at Oceana Grill. The food and ambience was excellent, and Errol was very friendly and attentive during our dining experience. WHO DAT? Oceana Grill that's who!!! Keep up the great job and service."
426NNgfvUNuUm2KOkcav2w,,"Great atmosphere and busy place. We sat in the bar, sound a little high. Food was quick n coming. We had the chargrilled oysters. They were slightly overdone and a few was poorly cleaned. The shrimps for the starter was the best we had. Overall a good experience.  To busy of a place for perfection. Will go again.",
429FhMH3KnMJYl5nkH2Jmg,,"During my 5-day stay in NOLA, I was lucky enough to stay in the quarter and I went to Acme almost everyday.

For its price, Acme worths every penny. $10 for a dozen of freshly shucked oyster is pretty decent. But don't pay extra for the baked ones, they are not as good.

I never walked out of Acme paying more than $20

Avoid the long lines, remember to get there early, before 5pm, get some oysters, local ""amber"" beer (i forgot the name), then walk around Bourbon St and go somewhere for your real dinner.

If you are expecting a nice and fancy oyster bar where you can order oysters by their names, Acme is not for you.

P.S. I think Acme is way better than Felix.",
42Ek-ISJZe5GLse10QvvBg,,"Don't do the oyster shots. I know it sounds fun and you're probably already drunk, but just don't - or if you do you should have some better alcohol to wash it down with because that taste will punch the back of your throat otherwise!  

The food here was pretty decent and comparable to other local places we tried on our trip.  I liked my crab cakes and also liked other dishes that I tried.   Lots of bread/fries with each order.  Stick with the seafood the jambalaya was also good when I tried a little bit of that from my cousin's plate.  Go early or expect a wait.  We came with a big group so it took a little bit of a wait but if you go with just 2 to 4 people it shouldn't be that bad.",
42X7qeGvcn83WqXC4pnESA,,,Best food I had in New Orleans this trip. Would recommend to everyone. The famous oceana oysters are to die for and the wait staff was so kind to all of my group.
42t1--btc1Ty1YynUCshhA,,"We ate here for lunch on Saturday at 2:00, and we had to wait in line for about 30 minutes. The line moves very quickly. 

Honestly, acme does not have the best seafood in New Orleans. BUT, the chargrilled oysters are the best oyster dish I've ever had hands down. They are fabulous and the reason this restaurant is getting 4 stars instead of 3. 

We also ordered the crab corn bisque, red beans and rice, and a shrimp po boy. All of these items were average, at best. 

Wait in line and order as many chargrilled oysters as possible. SO GOOD!",
430N1pAISoNR_Vib98_lTQ,,,This was my third time eating at Oceana Grill over the years.  They never disappoint.  The original house oysters are the best in the city.
43pTJtTZA1qbsjeRWozYJQ,"As a guy who does not like Hot Food, I love Hattie B's. I get my chicken mild and it is perfect. There's still a little bit of spice, but I don't have to drink an entire glass of water after every bite. 

On the other hand, the folks i know that do like spicy get the ""shut the cluck up"" and then immediately sweat out the calories they just finished eating. so there's something for everyone.

Save some $$ and bring a date to split the large plate. its basically two meals for 11 bucks, so unless you're a human garbage disposal, it's the perfect meal to split with another person. 

Also, be a good citizen and drink the local beers.",,
440MRq640CU6j_wOgj96wA,,,"Nice environment, decent food, a bit overpriced. Nothing to get too excited about but a nice option if you want to eat close to Bourbon Street."
44SQ4ZC-R7a3IU01z8iSNg,,,"Just finished dinner with the wifey...
1. Chargrilled Oysters - Amazing!! We licked the plate clean! 
2. New Orleans Sampler - A bit salty but overall good nothing to rave about. 
3. Shrimp Creole - Wish I could return it. Smelled and tasted of stewed tomatoes. 
4. Seafood Gumbo -  First time having gumbo in LA so I can't comment but didn't leave any impressions here.
5. Banana Foster - This was great! 
6. Service -  Our waitress was great, friendly and knowledgable!"
453_4OPOOaJDU32OgM37Gg,"AMAZING !! The line was long as all life on a Friday night though, we waited about 1.5 hours (in line for about 1 hour and some change, food wait time 15min). It was more than worth it !! The chicken was perfectly seasoned. I had the medium heat, she had the hot. Spice lovers may want to go for the hot. The medium was just right for a non spice lover, but still curious. The collard greens lacked in flavor, the MAC was amazing though! Sweet tea was decent as well. Definitely would recommend this spot.",,
459FHyeCysm5N4Qw3jPzPQ,,,My daughter suggested this restaurant for dinner our last night in town. Delicious!! I have nothing bad to say about the visit. From the wait staff to the food-everything was lovely. I look forward to going back again on our next visit to the BIG EASY!!
45TCyloULRVQ5VF0R-hV7g,"While I gave this a 3 star rating, I mean to say that the food is good but I wouldn't go out of my way to find and eat at this place.  I visited here because I was driving to Florida and this place had been reviewed and rated in an online article on yahoo as really great.  

I ordered the small white chicken dinner, medium heat, with greens and coleslaw as my sides. I ordered these sides because they are the quintessential southern sides.  The price was very reasonable.  

The chicken was excellent. It comes as a single chicken breast and wing (i think they refer to this as a quarter of a chicken).  It was well cooked, juicy, and had a deep brown crispy skin with a coating that wasn't heavy...just properly light and not greasy at all.  The coating/skin had a slight sweetness and was medium spice exactly as described.  The coating tasted like a good barbecue potato chip!  Really good.   

The greens were not at all spicy, had no meat, and while they were good, there were essentially just cooked greens.  

The coleslaw was forgettable - nothing special about it.  The dressing had nothing to make it special.  It was barely noticeable because there was so little in the salad mix.  I say skip it unless you're on a diet. 

Clearly the chicken was the star and is the focus of Hattie B's reputation.  

I ate inside and the place is small but clean and probably could accommodate 50 people.  They did have an outdoor covered patio eating area.",,
45dxbF3W1GHUeF16OFO6IA,,"Wasn't that impressed. Grilled oysters had a lot of grit in them. Portions are small for the entree. Food on the bland side. Ordered sprite but tasted awful so switched to water after a few sips but still charged for soft drink. Not sure what the fuss is about for food. Long wait time, mediocre table service. 3 stars instead of 2 because the tiny sliver of banana cheesecake was delicious.",
